ENDLINE2_RESIDENT,ENDLINE2_LEADER,assigned_nov,houseoccupy_ec2,houseclaim_ec2,farmclaim_ec2,housepalavapostwar_ec2,farmpalavapostwar_ec2,anylndconf_u_ec2,unrslv_lnd_conf_u_ec2,conf_threat_c_ec2,conf_threat_u_ec2,conf_damage_c_ec2,conf_damage_u_ec2,conf_viol_c_ec2,conf_viol_u_ec2,conf_witch_c_ec2,conf_any_c_ec2,conf_any_u_ec2,forum_lastsuc_c_ec2,cviol_scale_bc,clandconf_scale_bc,cpalaviol_imputed_bc,clndtake_bc,cattitudes_tribe_bc,cprog_ldr_beliefs_bc,cwitchcraft_scale_bc,cwealthindex_bc,cedulevel_bc,crelmarry_bc,cviol_experienced_bc,weight_ec2,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,s_weight1,s_weight2,s_weight3,s_weight4,assigned_ever,quartdummy,christian,minority,housetake_dum,lndtake_dum,female,stranger,yrs_edu,noland,ageover60,age40_60,age20_40,land_sizehst,farm_sizehst,cashearn_imputedhst,trainee,ctownhh_log_el2,vsmall,small,small2,small3,lmg_conf_u_ec2,lmg_unrslv_conf_u_ec2,lmg_conf_any_u_ec2,lmg_forum_lastsuc_c_ec2,lmg_forum_inf_suc_c_ec2,lmg_conf_any_c_ec2,conf_length_max_c_ec2,resident_e1,conf_dam_violence_bin_u,conf_dam_violence_bin_c,lmg_conf_dam_violence_bin_c,lmg_conf_threat_c_ec2,lmg_conf_viol_c_ec2,lmg_conf_damage_c_ec2,ctownhh_log_el,weight_e1_e2,unconditional_label_land,conditional_label_land,unconditional_label_all,conditional_label_all
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,1,0,0,0,0,0,1,.1246767,2.312438,0,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,0,0,12,0,0,0,1,.4812118,3.402307,7.600903,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,0,0,13,0,0,0,0,3.871635,2.49178,0,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,1,0,0,1,0,0,0,0,0,9,0,0,0,0,4.499933,2.49178,8.699514,1,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,0,0,7,0,0,0,1,.6931472,6.802396,6.907756,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,1,0,0,0,0,1,0,1.194763,1.194763,5.991471,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,0,0,10,0,0,0,1,2.644121,0,7.377759,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,0,0,0,0,0,1,0,3.58429,2.209348,6.907756,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,0,0,0,0,0,0,1,4.094622,3.297206,9.546813,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,0,0,0,0,0,1,0,.4812118,3.689504,5.991471,,4.820282,0,0,0,1,1,1,0,0,0,0,,0,0,,0,0,0,0,5.662961,1,,,,
1,,0,1,1,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,1,0,11,0,0,0,0,1.194763,1.194763,7.600903,,4.820282,0,0,0,1,1,0,0,1,0,0,,0,0,,0,0,0,0,5.662961,1,,,,
1,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,0,0,0,0,0,1,0,.0749299,2.032225,6.214612,,4.820282,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,1,1,0,0,0,0,1,.1246767,6.733403,6.476975,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,0,0,14,0,1,0,0,2.312438,0,7.696213,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,0,0,8,0,0,0,1,.1246767,1.818447,7.377759,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,1,0,0,0,1,0,0,0,0,0,0,0,1,0,.8813736,1.443635,6.907756,1,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
1,,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,1,0,,,0,0,8,0,0,1,0,.3667246,2.998223,8.294049,,4.820282,0,0,0,1,1,0,1,0,0,1,84,0,1,1,1,1,1,0,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,0,0,0,0,1,0,0,.1246767,.8813736,5.991471,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,1,1,0,0,0,1,0,.2474665,.6931472,5.521477,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,1,0,0,0,0,0,1,.2474665,.2474665,7.600903,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,0,0,14,0,0,1,0,.6931472,1.443635,6.214612,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,0,0,0,0,0,1,0,2.312438,0,4.094622,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6.684613,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,1,0,0,0,0,0,0,.1246767,2.209348,5.991471,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,,,0,0,11,0,0,0,1,.1246767,3.738236,8.556414,,4.820282,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.662961,1,,,,
,,0,,,,,,1,1,0,0,1,1,0,0,,1,1,0,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,1,1,0,0,0,0,1,0,0,2.712465,2.712465,5.991471,0,4.820282,0,0,0,0,1,1,,0,0,,,1,1,1,,,,,5.662961,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.1052632,.5789474,0,.2105263,5.631579,3.736842,0,-.3619541,3.684211,.6842105,6.631579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.45,1,114.1579,108.45,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3.912423,0,4.820282,0,0,0,0,0,0,,,,,,1,0,,,,,,5.662961,1,,,,
1,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,0,0,13,0,0,0,1,.2474665,4.60527,8.853665,,5.541264,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,0,0,0,5,0,0,0,1,3.297206,3.297206,6.907756,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
,,0,,,,,,1,0,1,1,1,1,1,1,,1,1,1,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,1,0,1,14,1,0,0,1,0,0,0,0,5.541264,0,0,0,1,1,1,,1,0,,,1,1,1,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,1,0,0,0,0,0,1,.1246767,.3667246,6.396933,,5.541264,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,4.60527,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,1,0,0,0,0,0,1,1.194763,5.01068,6.907756,,5.541264,0,0,0,1,1,1,0,0,0,0,12,0,0,0,0,0,0,0,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,0,0,0,14,0,0,0,1,3.179785,3.179785,6.907756,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,7.090077,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,0,0,0,0,0,0,1,.3667246,5.703794,0,,5.541264,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,0,0,0,14,0,0,0,1,5.991471,2.776472,7.090077,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,0,0,0,0,0,1,0,.1246767,2.644121,7.244228,,5.541264,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,0,1,0,0,0,1,0,0,1.443635,1.818447,5.298342,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,0,0,,,0,0,0,0,0,0,0,1.818447,4.60527,0,,5.541264,0,0,0,1,1,1,0,1,0,0,156,0,0,0,0,0,0,0,5.978886,1,,,,
1,,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,1,0,6,0,0,0,1,.8813736,.8813736,7.600903,,5.541264,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,1,0,0,1,0,0,1,0,0,5,0,0,1,0,2.712465,2.712465,0,1,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,0,0,0,0,1,0,0,0,1,0,0,2.998223,0,0,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,0,0,9,0,0,0,1,.2474665,3.402307,8.006368,,5.541264,0,0,0,1,1,0,1,0,0,1,,0,0,,1,1,1,0,5.978886,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,0,0,5,0,0,0,1,.1246767,5.298342,7.600903,,5.541264,0,0,0,1,1,0,0,1,0,0,,0,0,,0,0,0,0,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,0,0,0,0,1,1,7,0,0,0,0,2.209348,2.209348,0,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,0,0,14,0,0,1,0,.1246767,2.49178,6.907756,,5.541264,0,0,0,1,1,0,0,1,0,0,.230137,0,0,0,0,0,0,0,5.978886,1,,,,
,,0,,,,,,1,1,0,0,0,0,0,0,,0,0,0,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,1,0,0,1,0,0,0,1,0,7,0,0,1,0,3.179785,3.179785,8.699514,1,5.541264,0,0,0,1,1,1,,0,0,,,1,0,0,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,0,0,7,0,0,1,0,.2474665,1.818447,5.991471,,5.541264,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.978886,1,,,,
,,0,,,,,,1,0,0,0,0,0,0,0,,0,0,1,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,0,0,0,9,0,0,1,0,2.49178,1.443635,5.703794,0,5.541264,0,0,0,1,1,0,,1,0,,,1,0,0,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,1,1,0,0,0,0,1,1.194763,5.41612,8.160519,,5.541264,0,0,0,1,1,0,1,1,1,1,12,0,1,1,1,0,1,1,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,0,0,0,0,0,0,0,0,1,0,0,.2474665,.2474665,0,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
,,0,,,,,,1,1,0,0,0,0,0,0,,0,0,0,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,1,0,0,1,0,0,0,0,0,6,0,0,0,1,1.818447,1.818447,8.006368,1,5.541264,0,0,0,1,1,1,,0,0,,,1,0,0,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,0,1,0,6,0,0,1,0,2.312438,1.818447,6.802396,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,0,0,9,0,1,0,0,2.209348,4.248699,7.600903,,5.541264,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,0,1,0,0,1,0,8,0,0,0,0,2.712465,2.712465,5.991471,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,0,0,0,1,1,0,0,0,0,0,1,2.712465,2.712465,4.60527,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,1,1,0,10,0,0,0,0,1.443635,2.49178,5.991471,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
1,,0,0,0,0,0,0,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,,,1,0,6,0,0,0,0,1.818447,2.712465,6.956546,,5.541264,0,0,0,1,0,0,0,,,,,0,0,,,,,,5.978886,1,,,,
,,0,,,,,,0,0,,0,,0,,0,,,0,,.0526316,.1052632,0,.0526316,6.31579,3.526316,.1052632,-.7852144,3.157895,.5789474,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.5,1,165.7895,157.5,0,0,1,0,0,0,1,0,10,0,0,0,0,3.912423,2.712465,6.907756,0,5.541264,0,0,0,1,0,0,,,,,,1,0,,,,,,5.978886,1,,,,
